"model","label","date","intercept","linear","quadratic","low","high"
"Claude Sonnet 5","headline","2026-08-14",0.3593785274128,11.8552429069939,0.388612969048575,-1.37160952737105,2.1488354654682
"Claude Sonnet 5","exploratory","2026-08-13",0.520152209299945,11.2491334362516,0.586595965632492,-4.00617815067648,5.17937008194147
"Claude Opus 5","headline","2026-08-13",1.39080208606751,12.5655737894712,9.28380876120493,4.38655218491615,14.1810653374937
"Claude Opus 5","exploratory","2026-08-14",1.79393986543821,9.70443821119787,4.32921231710289,2.40086962076212,6.25755501344367
